xmlns:xsi	Text
http://www.w3.org/2001/XMLSchema-instance	Kariya
http://www.w3.org/2001/XMLSchema-instance	Usak
http://www.w3.org/2001/XMLSchema-instance	Colima
http://www.w3.org/2001/XMLSchema-instance	Opole
http://www.w3.org/2001/XMLSchema-instance	Po�os de Caldas
http://www.w3.org/2001/XMLSchema-instance	Kuala Lumpur
http://www.w3.org/2001/XMLSchema-instance	Soyapango
http://www.w3.org/2001/XMLSchema-instance	Pinsk
http://www.w3.org/2001/XMLSchema-instance	Lobito
http://www.w3.org/2001/XMLSchema-instance	Hafizabad
http://www.w3.org/2001/XMLSchema-instance	Valle de Santiago
http://www.w3.org/2001/XMLSchema-instance	Plock
http://www.w3.org/2001/XMLSchema-instance	Marawi
http://www.w3.org/2001/XMLSchema-instance	Kongju
http://www.w3.org/2001/XMLSchema-instance	Victoria
http://www.w3.org/2001/XMLSchema-instance	Mutare
http://www.w3.org/2001/XMLSchema-instance	Savannah
http://www.w3.org/2001/XMLSchema-instance	Serpuhov
http://www.w3.org/2001/XMLSchema-instance	Shangrao
http://www.w3.org/2001/XMLSchema-instance	Long Xuyen
http://www.w3.org/2001/XMLSchema-instance	Valdivia
http://www.w3.org/2001/XMLSchema-instance	Link�ping
http://www.w3.org/2001/XMLSchema-instance	Shihung
http://www.w3.org/2001/XMLSchema-instance	Ciudad del Este
http://www.w3.org/2001/XMLSchema-instance	Proddatur
http://www.w3.org/2001/XMLSchema-instance	Caxias
http://www.w3.org/2001/XMLSchema-instance	Silao
http://www.w3.org/2001/XMLSchema-instance	Xichang
http://www.w3.org/2001/XMLSchema-instance	Preston
http://www.w3.org/2001/XMLSchema-instance	Matsubara
http://www.w3.org/2001/XMLSchema-instance	Bahraich
http://www.w3.org/2001/XMLSchema-instance	Adoni
http://www.w3.org/2001/XMLSchema-instance	Jincheng
http://www.w3.org/2001/XMLSchema-instance	Dali
http://www.w3.org/2001/XMLSchema-instance	Tanga
http://www.w3.org/2001/XMLSchema-instance	Paderborn
http://www.w3.org/2001/XMLSchema-instance	Hafar al-Batin
http://www.w3.org/2001/XMLSchema-instance	Recife
http://www.w3.org/2001/XMLSchema-instance	Chittagong
http://www.w3.org/2001/XMLSchema-instance	Lages
http://www.w3.org/2001/XMLSchema-instance	Heidelberg
http://www.w3.org/2001/XMLSchema-instance	Jessore
http://www.w3.org/2001/XMLSchema-instance	Brownsville
http://www.w3.org/2001/XMLSchema-instance	Kandy
http://www.w3.org/2001/XMLSchema-instance	Potos�
http://www.w3.org/2001/XMLSchema-instance	Almetjevsk
http://www.w3.org/2001/XMLSchema-instance	Norilsk
http://www.w3.org/2001/XMLSchema-instance	Poole
http://www.w3.org/2001/XMLSchema-instance	Harare
http://www.w3.org/2001/XMLSchema-instance	Sadiqabad
http://www.w3.org/2001/XMLSchema-instance	al-Khubar
http://www.w3.org/2001/XMLSchema-instance	Bago
http://www.w3.org/2001/XMLSchema-instance	Kirikkale
http://www.w3.org/2001/XMLSchema-instance	Salerno
http://www.w3.org/2001/XMLSchema-instance	Oka-Akoko
http://www.w3.org/2001/XMLSchema-instance	Ibadan
http://www.w3.org/2001/XMLSchema-instance	K�tahya
http://www.w3.org/2001/XMLSchema-instance	Oldbury/Smethwick (Warley)
http://www.w3.org/2001/XMLSchema-instance	Osmaniye
http://www.w3.org/2001/XMLSchema-instance	Le Mans
http://www.w3.org/2001/XMLSchema-instance	Kioto
http://www.w3.org/2001/XMLSchema-instance	Bengkulu
http://www.w3.org/2001/XMLSchema-instance	�iauliai
http://www.w3.org/2001/XMLSchema-instance	Morena
http://www.w3.org/2001/XMLSchema-instance	Albacete
http://www.w3.org/2001/XMLSchema-instance	Santa Rosa
http://www.w3.org/2001/XMLSchema-instance	Hitachinaka
http://www.w3.org/2001/XMLSchema-instance	Langfang
http://www.w3.org/2001/XMLSchema-instance	Sikar
http://www.w3.org/2001/XMLSchema-instance	Ji�an
http://www.w3.org/2001/XMLSchema-instance	Karimnagar
http://www.w3.org/2001/XMLSchema-instance	Metairie
http://www.w3.org/2001/XMLSchema-instance	Kawanishi
http://www.w3.org/2001/XMLSchema-instance	Surat
http://www.w3.org/2001/XMLSchema-instance	Mandi Burewala
http://www.w3.org/2001/XMLSchema-instance	Kanchipuram
http://www.w3.org/2001/XMLSchema-instance	Trondheim
http://www.w3.org/2001/XMLSchema-instance	Borisov
http://www.w3.org/2001/XMLSchema-instance	Shulin
http://www.w3.org/2001/XMLSchema-instance	Hugli-Chinsurah
http://www.w3.org/2001/XMLSchema-instance	Puerto Montt
http://www.w3.org/2001/XMLSchema-instance	Cuddalore
http://www.w3.org/2001/XMLSchema-instance	Patras
http://www.w3.org/2001/XMLSchema-instance	Balti
http://www.w3.org/2001/XMLSchema-instance	Anjo
http://www.w3.org/2001/XMLSchema-instance	Foggia
http://www.w3.org/2001/XMLSchema-instance	York
http://www.w3.org/2001/XMLSchema-instance	S�o Jos�
http://www.w3.org/2001/XMLSchema-instance	Ashdod
http://www.w3.org/2001/XMLSchema-instance	Zhoushan
http://www.w3.org/2001/XMLSchema-instance	Agartala
http://www.w3.org/2001/XMLSchema-instance	Qyzylorda
http://www.w3.org/2001/XMLSchema-instance	Gusau
http://www.w3.org/2001/XMLSchema-instance	Na�ala-Porto
http://www.w3.org/2001/XMLSchema-instance	Curitiba
http://www.w3.org/2001/XMLSchema-instance	Nogales
http://www.w3.org/2001/XMLSchema-instance	Fuzhou
http://www.w3.org/2001/XMLSchema-instance	Petah Tiqwa
http://www.w3.org/2001/XMLSchema-instance	Huizhou
http://www.w3.org/2001/XMLSchema-instance	Khujand
http://www.w3.org/2001/XMLSchema-instance	Zaoyang
http://www.w3.org/2001/XMLSchema-instance	Meycauayan
http://www.w3.org/2001/XMLSchema-instance	Murwara (Katni)
http://www.w3.org/2001/XMLSchema-instance	Rio Claro
http://www.w3.org/2001/XMLSchema-instance	Ludwigshafen am Rhein
http://www.w3.org/2001/XMLSchema-instance	Nakuru
http://www.w3.org/2001/XMLSchema-instance	Dewas
http://www.w3.org/2001/XMLSchema-instance	Zhuhai
http://www.w3.org/2001/XMLSchema-instance	Guadalajara
http://www.w3.org/2001/XMLSchema-instance	T�rgu Mures
http://www.w3.org/2001/XMLSchema-instance	Ashikaga
http://www.w3.org/2001/XMLSchema-instance	Dayton
http://www.w3.org/2001/XMLSchema-instance	Xiaogan
http://www.w3.org/2001/XMLSchema-instance	Passo Fundo
http://www.w3.org/2001/XMLSchema-instance	Basel
http://www.w3.org/2001/XMLSchema-instance	Plzen
http://www.w3.org/2001/XMLSchema-instance	Izumi
http://www.w3.org/2001/XMLSchema-instance	Witbank
http://www.w3.org/2001/XMLSchema-instance	Secunderabad
http://www.w3.org/2001/XMLSchema-instance	Rijeka
http://www.w3.org/2001/XMLSchema-instance	Tripoli
http://www.w3.org/2001/XMLSchema-instance	Danyang
http://www.w3.org/2001/XMLSchema-instance	Jiutepec
http://www.w3.org/2001/XMLSchema-instance	Hamburg
http://www.w3.org/2001/XMLSchema-instance	L�zaro C�rdenas
http://www.w3.org/2001/XMLSchema-instance	Chimoio
http://www.w3.org/2001/XMLSchema-instance	Kaesong
http://www.w3.org/2001/XMLSchema-instance	Bani Suwayf
http://www.w3.org/2001/XMLSchema-instance	Mwanza
http://www.w3.org/2001/XMLSchema-instance	Kusti
http://www.w3.org/2001/XMLSchema-instance	Takaoka
http://www.w3.org/2001/XMLSchema-instance	Calabar
http://www.w3.org/2001/XMLSchema-instance	Qashqar
http://www.w3.org/2001/XMLSchema-instance	Burnpur
http://www.w3.org/2001/XMLSchema-instance	Ube
http://www.w3.org/2001/XMLSchema-instance	Alvorada
http://www.w3.org/2001/XMLSchema-instance	Herne
http://www.w3.org/2001/XMLSchema-instance	Puyang
http://www.w3.org/2001/XMLSchema-instance	San Felipe del Progreso
http://www.w3.org/2001/XMLSchema-instance	Cartagena
http://www.w3.org/2001/XMLSchema-instance	Colombo
http://www.w3.org/2001/XMLSchema-instance	Chill�n
http://www.w3.org/2001/XMLSchema-instance	Ettadhamen
http://www.w3.org/2001/XMLSchema-instance	Tacloban
http://www.w3.org/2001/XMLSchema-instance	Maoming
http://www.w3.org/2001/XMLSchema-instance	Arapiraca
http://www.w3.org/2001/XMLSchema-instance	Reggio di Calabria
http://www.w3.org/2001/XMLSchema-instance	Hailar
http://www.w3.org/2001/XMLSchema-instance	Changsha
http://www.w3.org/2001/XMLSchema-instance	Changshu
http://www.w3.org/2001/XMLSchema-instance	Berezniki
http://www.w3.org/2001/XMLSchema-instance	Nawabshah
http://www.w3.org/2001/XMLSchema-instance	al-Kut
http://www.w3.org/2001/XMLSchema-instance	Batna
http://www.w3.org/2001/XMLSchema-instance	Owo
http://www.w3.org/2001/XMLSchema-instance	Odense
http://www.w3.org/2001/XMLSchema-instance	Medan
http://www.w3.org/2001/XMLSchema-instance	Yiyang
http://www.w3.org/2001/XMLSchema-instance	Medell�n
http://www.w3.org/2001/XMLSchema-instance	Durham
http://www.w3.org/2001/XMLSchema-instance	S�o Carlos
http://www.w3.org/2001/XMLSchema-instance	North Shore
http://www.w3.org/2001/XMLSchema-instance	Arica
http://www.w3.org/2001/XMLSchema-instance	S�o Leopoldo
http://www.w3.org/2001/XMLSchema-instance	Huntington Beach
http://www.w3.org/2001/XMLSchema-instance	Nagar Coil
http://www.w3.org/2001/XMLSchema-instance	Pegu (Bago)
http://www.w3.org/2001/XMLSchema-instance	Uitenhage
http://www.w3.org/2001/XMLSchema-instance	Nagaoka
http://www.w3.org/2001/XMLSchema-instance	al-Ramadi
http://www.w3.org/2001/XMLSchema-instance	Fuyu
http://www.w3.org/2001/XMLSchema-instance	Fengcheng
http://www.w3.org/2001/XMLSchema-instance	Nanping
http://www.w3.org/2001/XMLSchema-instance	Burgas
http://www.w3.org/2001/XMLSchema-instance	Kowloon and New Kowloon
http://www.w3.org/2001/XMLSchema-instance	Kofu
http://www.w3.org/2001/XMLSchema-instance	Yixing
http://www.w3.org/2001/XMLSchema-instance	Charleroi
http://www.w3.org/2001/XMLSchema-instance	Okara
http://www.w3.org/2001/XMLSchema-instance	Bi�an
http://www.w3.org/2001/XMLSchema-instance	Kasukabe
http://www.w3.org/2001/XMLSchema-instance	Klaipeda
http://www.w3.org/2001/XMLSchema-instance	Dezful
http://www.w3.org/2001/XMLSchema-instance	Shijiazhuang
http://www.w3.org/2001/XMLSchema-instance	Jedda
http://www.w3.org/2001/XMLSchema-instance	Bei�an
http://www.w3.org/2001/XMLSchema-instance	Fort Wayne
http://www.w3.org/2001/XMLSchema-instance	Katsina
http://www.w3.org/2001/XMLSchema-instance	Cilacap
http://www.w3.org/2001/XMLSchema-instance	Manisa
http://www.w3.org/2001/XMLSchema-instance	Baruta
http://www.w3.org/2001/XMLSchema-instance	Xuchang
http://www.w3.org/2001/XMLSchema-instance	Izmit (Kocaeli)
http://www.w3.org/2001/XMLSchema-instance	Wad Madani
http://www.w3.org/2001/XMLSchema-instance	Toskent
http://www.w3.org/2001/XMLSchema-instance	Damanhur
http://www.w3.org/2001/XMLSchema-instance	Kielce
http://www.w3.org/2001/XMLSchema-instance	Atsugi
http://www.w3.org/2001/XMLSchema-instance	Paris
http://www.w3.org/2001/XMLSchema-instance	Hebi
http://www.w3.org/2001/XMLSchema-instance	Izmir
http://www.w3.org/2001/XMLSchema-instance	La Paz
http://www.w3.org/2001/XMLSchema-instance	L�beck
http://www.w3.org/2001/XMLSchema-instance	Jiangyin
http://www.w3.org/2001/XMLSchema-instance	Mossor�
http://www.w3.org/2001/XMLSchema-instance	Ichalkaranji
http://www.w3.org/2001/XMLSchema-instance	Firozabad
http://www.w3.org/2001/XMLSchema-instance	Yangjiang
http://www.w3.org/2001/XMLSchema-instance	Panipat
http://www.w3.org/2001/XMLSchema-instance	Shangzi
http://www.w3.org/2001/XMLSchema-instance	Southampton
http://www.w3.org/2001/XMLSchema-instance	Chigasaki
http://www.w3.org/2001/XMLSchema-instance	Trieste
http://www.w3.org/2001/XMLSchema-instance	Campeche
http://www.w3.org/2001/XMLSchema-instance	Alger
http://www.w3.org/2001/XMLSchema-instance	Lapu-Lapu
http://www.w3.org/2001/XMLSchema-instance	Borujerd
http://www.w3.org/2001/XMLSchema-instance	Jember
http://www.w3.org/2001/XMLSchema-instance	Van
http://www.w3.org/2001/XMLSchema-instance	Cabimas
http://www.w3.org/2001/XMLSchema-instance	Niznekamsk
http://www.w3.org/2001/XMLSchema-instance	Tehuac�n
http://www.w3.org/2001/XMLSchema-instance	Gongziling
http://www.w3.org/2001/XMLSchema-instance	Salamanca
http://www.w3.org/2001/XMLSchema-instance	Nairobi
http://www.w3.org/2001/XMLSchema-instance	Namyangju
http://www.w3.org/2001/XMLSchema-instance	Severodvinsk
http://www.w3.org/2001/XMLSchema-instance	Obeid
http://www.w3.org/2001/XMLSchema-instance	Swansea
http://www.w3.org/2001/XMLSchema-instance	Salvador
http://www.w3.org/2001/XMLSchema-instance	Radom
http://www.w3.org/2001/XMLSchema-instance	Nalt�ik
http://www.w3.org/2001/XMLSchema-instance	Magdeburg
http://www.w3.org/2001/XMLSchema-instance	Dunhua
http://www.w3.org/2001/XMLSchema-instance	Shahjahanpur
http://www.w3.org/2001/XMLSchema-instance	Santa Maria
http://www.w3.org/2001/XMLSchema-instance	Rybinsk
http://www.w3.org/2001/XMLSchema-instance	Tripoli
http://www.w3.org/2001/XMLSchema-instance	Muzaffarpur
http://www.w3.org/2001/XMLSchema-instance	Ko�ice
http://www.w3.org/2001/XMLSchema-instance	A Coru�a (La Coru�a)
http://www.w3.org/2001/XMLSchema-instance	Rampur
http://www.w3.org/2001/XMLSchema-instance	Sasebo
http://www.w3.org/2001/XMLSchema-instance	Mardan
http://www.w3.org/2001/XMLSchema-instance	Ikerre
http://www.w3.org/2001/XMLSchema-instance	Pachuca de Soto
http://www.w3.org/2001/XMLSchema-instance	Bellary
http://www.w3.org/2001/XMLSchema-instance	Tarsus
http://www.w3.org/2001/XMLSchema-instance	Laiwu
http://www.w3.org/2001/XMLSchema-instance	Mokpo
http://www.w3.org/2001/XMLSchema-instance	Thi�s
http://www.w3.org/2001/XMLSchema-instance	Ambon
http://www.w3.org/2001/XMLSchema-instance	Addis Abeba
http://www.w3.org/2001/XMLSchema-instance	Coacalco de Berrioz�bal
http://www.w3.org/2001/XMLSchema-instance	Kediri
http://www.w3.org/2001/XMLSchema-instance	Fukui
http://www.w3.org/2001/XMLSchema-instance	Oaxaca de Ju�rez
http://www.w3.org/2001/XMLSchema-instance	Lexington-Fayette
http://www.w3.org/2001/XMLSchema-instance	Klerksdorp
http://www.w3.org/2001/XMLSchema-instance	Safi
http://www.w3.org/2001/XMLSchema-instance	Kyiv
http://www.w3.org/2001/XMLSchema-instance	Boksburg
http://www.w3.org/2001/XMLSchema-instance	Victoria
http://www.w3.org/2001/XMLSchema-instance	Wuhai
http://www.w3.org/2001/XMLSchema-instance	Uruapan
http://www.w3.org/2001/XMLSchema-instance	Haifa
http://www.w3.org/2001/XMLSchema-instance	al-Nasiriya
http://www.w3.org/2001/XMLSchema-instance	Davangere
http://www.w3.org/2001/XMLSchema-instance	Gij�n
http://www.w3.org/2001/XMLSchema-instance	Ichinomiya
http://www.w3.org/2001/XMLSchema-instance	Ljubljana
http://www.w3.org/2001/XMLSchema-instance	Tapachula
http://www.w3.org/2001/XMLSchema-instance	Soacha
http://www.w3.org/2001/XMLSchema-instance	Alicante [Alacant]
http://www.w3.org/2001/XMLSchema-instance	Phyongsong
http://www.w3.org/2001/XMLSchema-instance	Chitungwiza
http://www.w3.org/2001/XMLSchema-instance	Yao
http://www.w3.org/2001/XMLSchema-instance	Karlsruhe
http://www.w3.org/2001/XMLSchema-instance	T�touan
http://www.w3.org/2001/XMLSchema-instance	Talcahuano
http://www.w3.org/2001/XMLSchema-instance	Bi�n Hoa
http://www.w3.org/2001/XMLSchema-instance	Apodaca
http://www.w3.org/2001/XMLSchema-instance	�rhus
http://www.w3.org/2001/XMLSchema-instance	Kigali
http://www.w3.org/2001/XMLSchema-instance	Nanking [Nanjing]
http://www.w3.org/2001/XMLSchema-instance	Morioka
http://www.w3.org/2001/XMLSchema-instance	Fukushima
http://www.w3.org/2001/XMLSchema-instance	Armenia
http://www.w3.org/2001/XMLSchema-instance	Nonthaburi
http://www.w3.org/2001/XMLSchema-instance	K�nitra
http://www.w3.org/2001/XMLSchema-instance	Tabuk
http://www.w3.org/2001/XMLSchema-instance	Buffalo
http://www.w3.org/2001/XMLSchema-instance	Tampico
http://www.w3.org/2001/XMLSchema-instance	Aomori
http://www.w3.org/2001/XMLSchema-instance	Jund�a�
http://www.w3.org/2001/XMLSchema-instance	G�nc�
http://www.w3.org/2001/XMLSchema-instance	Shihezi
http://www.w3.org/2001/XMLSchema-instance	Wonsan
http://www.w3.org/2001/XMLSchema-instance	Ciudad Bol�var
http://www.w3.org/2001/XMLSchema-instance	Vologda
http://www.w3.org/2001/XMLSchema-instance	Yueyang
http://www.w3.org/2001/XMLSchema-instance	Foshan
http://www.w3.org/2001/XMLSchema-instance	Surrey
http://www.w3.org/2001/XMLSchema-instance	San Isidro
http://www.w3.org/2001/XMLSchema-instance	Mataram
http://www.w3.org/2001/XMLSchema-instance	New Bombay
http://www.w3.org/2001/XMLSchema-instance	Dongwan
http://www.w3.org/2001/XMLSchema-instance	T�erkasy
http://www.w3.org/2001/XMLSchema-instance	Nuevo Laredo
http://www.w3.org/2001/XMLSchema-instance	�skemen
http://www.w3.org/2001/XMLSchema-instance	Chaozhou
http://www.w3.org/2001/XMLSchema-instance	Toledo
http://www.w3.org/2001/XMLSchema-instance	San Miguelito
http://www.w3.org/2001/XMLSchema-instance	Vila Velha
http://www.w3.org/2001/XMLSchema-instance	San Crist�bal
http://www.w3.org/2001/XMLSchema-instance	Sharja
http://www.w3.org/2001/XMLSchema-instance	Valle de Chalco Solidaridad
http://www.w3.org/2001/XMLSchema-instance	Tonghua
http://www.w3.org/2001/XMLSchema-instance	Belgaum
http://www.w3.org/2001/XMLSchema-instance	Yazd
http://www.w3.org/2001/XMLSchema-instance	Kawagoe
http://www.w3.org/2001/XMLSchema-instance	Anaheim
http://www.w3.org/2001/XMLSchema-instance	Vereeniging
http://www.w3.org/2001/XMLSchema-instance	Ndola
http://www.w3.org/2001/XMLSchema-instance	Chinju
http://www.w3.org/2001/XMLSchema-instance	Mushin
http://www.w3.org/2001/XMLSchema-instance	Bloemfontein
http://www.w3.org/2001/XMLSchema-instance	Pittsburgh
http://www.w3.org/2001/XMLSchema-instance	Hamilton
http://www.w3.org/2001/XMLSchema-instance	Chimbote
